Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
Porsche,Taycan,71 kWh usable,71.0,11.0,71.0,"[{""percentage"":0,""power"":71},{""percentage"":20,""power"":71},{""percentage"":40,""power"":57},{""percentage"":60,""power"":43},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,82.3 kWh usable,82.3,11.0,82.3,"[{""percentage"":0,""power"":82.3},{""percentage"":40,""power"":82.3},{""percentage"":70,""power"":65.84},{""percentage"":90,""power"":32.92},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,Taycan,4 Cross Turismo (83.7 kWh usable),83.7,11.0,268.0,"[{""percentage"":0,""power"":254.6},{""percentage"":75,""power"":268},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,4S Cross Turismo (83.7 kWh usable),83.7,11.0,268.0,"[{""percentage"":0,""power"":254.6},{""percentage"":75,""power"":268},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,4S Plus (83.7 kWh usable),83.7,11.0,270.0,"[{""percentage"":0,""power"":256.5},{""percentage"":75,""power"":270},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,Plus (83.7 kWh usable),83.7,11.0,268.0,"[{""percentage"":0,""power"":254.6},{""percentage"":75,""power"":268},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,Turbo (83.7 kWh usable),83.7,11.0,268.0,"[{""percentage"":0,""power"":254.6},{""percentage"":75,""power"":268},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,Turbo Cross Turismo (83.7 kWh usable),83.7,11.0,268.0,"[{""percentage"":0,""power"":254.6},{""percentage"":75,""power"":268},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan,Turbo S (83.7 kWh usable),83.7,11.0,270.0,"[{""percentage"":0,""power"":256.5},{""percentage"":75,""power"":270},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,Taycan 4S,82.3 kWh usable,82.3,11.0,82.3,"[{""percentage"":0,""power"":82.3},{""percentage"":40,""power"":82.3},{""percentage"":70,""power"":65.84},{""percentage"":90,""power"":32.92},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,Taycan Turbo,S (83.7 kWh usable),83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,electric,95 kWh usable,95.0,11.0,95.0,"[{""percentage"":0,""power"":95},{""percentage"":40,""power"":95},{""percentage"":70,""power"":76},{""percentage"":90,""power"":38},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,gts,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,gts sport turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,plus,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,plus,97 kWh usable,97.0,11.0,97.0,"[{""percentage"":0,""power"":97},{""percentage"":40,""power"":97},{""percentage"":70,""power"":77.6},{""percentage"":90,""power"":38.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,plus sport turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,sport turismo,71 kWh usable,71.0,11.0,71.0,"[{""percentage"":0,""power"":71},{""percentage"":20,""power"":71},{""percentage"":40,""power"":57},{""percentage"":60,""power"":43},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,turbo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,turbo,97 kWh usable,97.0,11.0,97.0,"[{""percentage"":0,""power"":97},{""percentage"":40,""power"":97},{""percentage"":70,""power"":77.6},{""percentage"":90,""power"":38.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,turbo cross turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,turbo electric,95 kWh usable,95.0,11.0,95.0,"[{""percentage"":0,""power"":95},{""percentage"":40,""power"":95},{""percentage"":70,""power"":76},{""percentage"":90,""power"":38},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,turbo s,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":40,""power"":83.7},{""percentage"":70,""power"":66.96},{""percentage"":90,""power"":33.48},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,turbo s,97 kWh usable,97.0,11.0,97.0,"[{""percentage"":0,""power"":97},{""percentage"":40,""power"":97},{""percentage"":70,""power"":77.6},{""percentage"":90,""power"":38.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Porsche,turbo s cross turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,turbo s sport turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Porsche,turbo sport turismo,83.7 kWh usable,83.7,11.0,83.7,"[{""percentage"":0,""power"":83.7},{""percentage"":20,""power"":83.7},{""percentage"":40,""power"":67},{""percentage"":60,""power"":50},{""percentage"":80,""power"":33},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,4 E-Tech 40kWh 120hp,40 kWh usable,40.0,11.0,80.0,"[{""percentage"":0,""power"":80},{""percentage"":50,""power"":80},{""percentage"":80,""power"":40},{""percentage"":100,""power"":16}]",False,ccs,type2
Renault,4 E-Tech 52kWh 150hp,52 kWh usable,52.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":50},{""percentage"":100,""power"":20}]",False,ccs,type2
Renault,5 E-Tech,40kWh 120hp (40 kWh usable),40.0,11.0,80.0,"[{""percentage"":0,""power"":76},{""percentage"":50,""power"":80},{""percentage"":80,""power"":40},{""percentage"":100,""power"":16}]",True,ccs,type2
Renault,5 E-Tech,40kWh 95hp (40 kWh usable),40.0,11.0,80.0,"[{""percentage"":0,""power"":76},{""percentage"":50,""power"":80},{""percentage"":80,""power"":40},{""percentage"":100,""power"":16}]",True,ccs,type2
Renault,5 E-Tech,52kWh 150hp (52 kWh usable),52.0,11.0,100.0,"[{""percentage"":0,""power"":95},{""percentage"":50,""power"":100},{""percentage"":80,""power"":50},{""percentage"":100,""power"":20}]",True,ccs,type2
Renault,Kangoo E-Tech Electric,45 kWh usable,45.0,11.0,80.0,"[{""percentage"":0,""power"":80},{""percentage"":50,""power"":80},{""percentage"":80,""power"":40},{""percentage"":100,""power"":16}]",False,ccs,type2
Renault,Kangoo Grand E-Tech Electric,45 kWh usable,45.0,11.0,80.0,"[{""percentage"":0,""power"":80},{""percentage"":50,""power"":80},{""percentage"":80,""power"":40},{""percentage"":100,""power"":16}]",False,ccs,type2
Renault,Kangoo Maxi ZE,33 (31 kWh usable),31.0,31.0,31.0,"[{""percentage"":0,""power"":31},{""percentage"":20,""power"":31},{""percentage"":40,""power"":25},{""percentage"":60,""power"":19},{""percentage"":80,""power"":12},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Kangoo Maxi ZE 33,31 kWh usable,31.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Kangoo ZE,33 kWh usable,33.0,7.2,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Megane E-Tech,EV40 (40 kWh usable),40.0,22.0,85.0,"[{""percentage"":0,""power"":80.8},{""percentage"":75,""power"":85},{""percentage"":100,""power"":22}]",True,ccs,type2
Renault,Megane E-Tech,EV60 (60 kWh usable),60.0,22.0,130.0,"[{""percentage"":0,""power"":123.5},{""percentage"":75,""power"":130},{""percentage"":100,""power"":22}]",True,ccs,type2
Renault,Megane E-Tech EV40 130hp,40 kWh usable,40.0,11.0,85.0,"[{""percentage"":0,""power"":85},{""percentage"":50,""power"":85},{""percentage"":80,""power"":42.5},{""percentage"":100,""power"":17}]",False,ccs,type2
Renault,Megane E-Tech EV60 130hp,60 kWh usable,60.0,11.0,129.0,"[{""percentage"":0,""power"":129},{""percentage"":50,""power"":129},{""percentage"":80,""power"":64.5},{""percentage"":100,""power"":25.8}]",False,ccs,type2
Renault,Megane E-Tech EV60 220hp,60 kWh usable,60.0,11.0,129.0,"[{""percentage"":0,""power"":129},{""percentage"":50,""power"":129},{""percentage"":80,""power"":64.5},{""percentage"":100,""power"":25.8}]",False,ccs,type2
Renault,Scenic,E-Tech EV60 170pk Comfort Range (60 kWh usable),60.0,22.0,130.0,"[{""percentage"":0,""power"":123.5},{""percentage"":75,""power"":130},{""percentage"":100,""power"":22}]",True,ccs,type2
Renault,Scenic,E-Tech EV87 220pk Long Range (87 kWh usable),87.0,22.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":22}]",True,ccs,type2
Renault,Scenic E-Tech EV60 170hp,60 kWh usable,60.0,11.0,130.0,"[{""percentage"":0,""power"":130},{""percentage"":50,""power"":130},{""percentage"":80,""power"":65},{""percentage"":100,""power"":26}]",False,ccs,type2
Renault,Scenic E-Tech EV87 220hp,87 kWh usable,87.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":75},{""percentage"":100,""power"":30}]",False,ccs,type2
Renault,Twingo Electric,21.3 kWh usable,21.3,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Twingo Z.E.,22 kWh (21.3 kWh usable),21.3,22.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Twizy,6.1 kWh usable,6.1,2.3,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,
Renault,Zoe,Q 210 (22 kWh usable),22.0,43.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,R 240 (22 kWh usable),22.0,22.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,Q210 (23.3 kWh usable),23.3,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,R240 (23.3 kWh usable),23.3,23.3,23.3,"[{""percentage"":0,""power"":23.3},{""percentage"":70,""power"":23.3},{""percentage"":80,""power"":16.31},{""percentage"":100,""power"":23.3}]",False,ccs,type2
Renault,Zoe,Q90 (41 kWh usable),41.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,R110 (41 kWh usable),41.0,41.0,41.0,"[{""percentage"":0,""power"":41},{""percentage"":20,""power"":41},{""percentage"":40,""power"":33},{""percentage"":60,""power"":25},{""percentage"":80,""power"":16},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,R110 ZE40 (41 kWh usable),41.0,22.0,46.0,"[{""percentage"":0,""power"":41},{""percentage"":52,""power"":46},{""percentage"":80,""power"":27},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,Zoe,R90 (41 kWh usable),41.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe,R110 ZE50 (52 kWh usable),52.0,22.0,46.0,"[{""percentage"":0,""power"":41},{""percentage"":52,""power"":46},{""percentage"":80,""power"":27},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,Zoe,R135 ZE50 (52 kWh usable),52.0,22.0,46.0,"[{""percentage"":0,""power"":41},{""percentage"":52,""power"":46},{""percentage"":80,""power"":27},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,Zoe Q210,23.3 kWh usable,23.3,11.0,43.0,"[{""percentage"":0,""power"":43},{""percentage"":50,""power"":43},{""percentage"":80,""power"":25.8},{""percentage"":100,""power"":12.9}]",False,ccs,type2
Renault,Zoe R110,41 kWh usable,41.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe R90,Entry (23.3 kWh usable),23.3,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe R90 Entry,23.3 kWh usable,23.3,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe ZE40 R110,41 kWh usable,41.0,11.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":13.5}]",False,ccs,type2
Renault,Zoe ZE50 R110,52 kWh usable,52.0,11.0,46.0,"[{""percentage"":0,""power"":46},{""percentage"":20,""power"":46},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":18},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,Zoe ZE50 R135,52 kWh usable,52.0,11.0,46.0,"[{""percentage"":0,""power"":46},{""percentage"":20,""power"":46},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":18},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,e-tech electric,45 kWh usable,45.0,11.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Renault,e-tech ev40 130hp,40 kWh usable,40.0,40.0,40.0,"[{""percentage"":0,""power"":40},{""percentage"":50,""power"":40},{""percentage"":80,""power"":24},{""percentage"":100,""power"":40}]",False,ccs,type2
Renault,e-tech ev60 130hp,60 kWh usable,60.0,11.0,60.0,"[{""percentage"":0,""power"":60},{""percentage"":50,""power"":60},{""percentage"":80,""power"":36},{""percentage"":100,""power"":11}]",False,ccs,type2
Renault,e-tech ev60 170hp,60 kWh usable,60.0,22.0,60.0,"[{""percentage"":0,""power"":60},{""percentage"":50,""power"":60},{""percentage"":80,""power"":36},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,e-tech ev60 220hp,60 kWh usable,60.0,11.0,60.0,"[{""percentage"":0,""power"":60},{""percentage"":50,""power"":60},{""percentage"":80,""power"":36},{""percentage"":100,""power"":11}]",False,ccs,type2
Renault,e-tech ev87 220hp,87 kWh usable,87.0,22.0,87.0,"[{""percentage"":0,""power"":87},{""percentage"":30,""power"":87},{""percentage"":60,""power"":60.9},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,electric,21.3 kWh usable,21.3,21.3,21.3,"[{""percentage"":0,""power"":21.3},{""percentage"":70,""power"":21.3},{""percentage"":80,""power"":14.91},{""percentage"":100,""power"":21.3}]",False,ccs,type2
Renault,grand e-tech electric,45 kWh usable,45.0,22.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":22}]",False,ccs,type2
Renault,q90,41 kWh usable,41.0,41.0,41.0,"[{""percentage"":0,""power"":41},{""percentage"":20,""power"":41},{""percentage"":40,""power"":33},{""percentage"":60,""power"":25},{""percentage"":80,""power"":16},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,r90,41 kWh usable,41.0,41.0,41.0,"[{""percentage"":0,""power"":41},{""percentage"":20,""power"":41},{""percentage"":40,""power"":33},{""percentage"":60,""power"":25},{""percentage"":80,""power"":16},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,ze40 r110,41 kWh usable,41.0,41.0,41.0,"[{""percentage"":0,""power"":41},{""percentage"":20,""power"":41},{""percentage"":40,""power"":33},{""percentage"":60,""power"":25},{""percentage"":80,""power"":16},{""percentage"":100,""power"":11}]",True,ccs,type2
Renault,ze50 r110,52 kWh usable,52.0,11.0,52.0,"[{""percentage"":0,""power"":52},{""percentage"":50,""power"":52},{""percentage"":80,""power"":31.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Renault,ze50 r135,52 kWh usable,52.0,11.0,52.0,"[{""percentage"":0,""power"":52},{""percentage"":50,""power"":52},{""percentage"":80,""power"":31.2},{""percentage"":100,""power"":11}]",False,ccs,type2
